cbsa,CBSATitle,year,prescription_rate,employment_to_population,african_amer_percent,native_amer_percent,asian_percent,other_percent,hispanic_percent,female_percent,high_school_percent,opioid_age,northeast,midwest,south,west,treat,post
10100,"Aberdeen, SD",2006,47.71042824,56.02969,0.018216994,3.2284498,0.25227714,1.5526348,1.5526348,46.74081,0.42026734,21.269773,0,1,0,0,1,0
10100,"Aberdeen, SD",2007,47.70518232,56.329113,0,3.9548185,0.48899055,1.5384616,,52.056049,0.47708207,23.737488,0,1,0,0,1,0
10100,"Aberdeen, SD",2008,57.16200676,55.970669,0,3.4524078,0.49931523,1.8003881,,52.002968,0.44469321,23.202465,0,1,0,0,1,0
10100,"Aberdeen, SD",2009,60.15827097,55.297054,0.14813972,3.1194804,0.67802399,1.2705829,,51.358898,0.44541356,25.009972,0,1,0,0,1,0
10100,"Aberdeen, SD",2010,58.53412496,55.303837,0.49262637,3.4335971,0.68532991,1.1623889,1.6743505,48.842632,0.41724882,22.502338,0,1,0,0,1,1
10100,"Aberdeen, SD",2011,52.75402285,54.939182,0.82906944,3.9428682,0.67310584,1.0671191,,51.232658,0.40248498,23.419159,0,1,0,0,1,1
10100,"Aberdeen, SD",2012,62.9440404,54.446854,1.0589892,4.390336,0.69064516,0.74752176,,51.514,0.42760599,23.798819,0,1,0,0,1,1
10100,"Aberdeen, SD",2013,66.04039707,53.743614,1.1694186,3.9069817,0.89914101,1.078434,,50.962025,0.42768312,24.694265,0,1,0,0,1,1
10100,"Aberdeen, SD",2014,58.16840186,53.881859,1.3083265,3.3200097,1.490187,0.92688274,1.802471,51.09684,0.41702113,23.617086,0,1,0,0,1,1
10140,"Aberdeen, WA",2006,114.6,40.301708,0.74150252,4.092967,1.0935352,7.3713078,6.3475199,49.412868,0.52658731,26.447248,0,0,0,1,1,0
10140,"Aberdeen, WA",2007,114.6,40.365902,1.0057491,4.1642537,1.1003913,7.4244628,6.5924602,49.170116,0.53963,26.053423,0,0,0,1,1,0
10140,"Aberdeen, WA",2008,131.3,40.66114,0.80609989,4.1739936,1.2337689,7.5292268,7.1634569,49.394371,0.5018447,26.401531,0,0,0,1,1,0
10140,"Aberdeen, WA",2009,125.8,37.29784,0.78010315,4.433167,1.3169483,5.6606412,7.5479875,49.08918,0.46723908,24.778761,0,0,0,1,1,0
10140,"Aberdeen, WA",2010,121.3,36.321888,1.0580966,4.3535471,1.3071523,6.8147883,7.9795732,48.975216,0.48304379,24.728519,0,0,0,1,1,1
10140,"Aberdeen, WA",2011,106.8,35.495739,1.0863578,4.3399239,1.2515835,7.1873107,8.7018776,48.818638,0.46692169,23.44688,0,0,0,1,1,1
10140,"Aberdeen, WA",2012,108.5,35.1511,1.3667363,4.2482257,1.4704865,7.3178492,8.9086857,48.653324,0.4586325,23.448935,0,0,0,1,1,1
10140,"Aberdeen, WA",2013,111.7,34.921364,1.4082544,4.7852764,1.4905187,5.803123,9.2944784,48.703293,0.45515195,23.600111,0,0,0,1,1,1
10140,"Aberdeen, WA",2014,113.9,34.560284,1.2699696,4.5905704,1.4999861,6.2243843,9.280118,48.559959,0.44834313,23.651268,0,0,0,1,1,1
10180,"Abilene, TX",2006,105.8771475,48.439629,7.2482877,0.55475587,1.3887153,9.1798267,18.595673,46.077961,0.4489263,24.723303,0,0,1,0,0,0
10180,"Abilene, TX",2007,106.0139497,47.61095,6.7912383,0.45644733,1.6649233,12.275739,20.041681,51.764767,0.46463522,25.985006,0,0,1,0,0,0
10180,"Abilene, TX",2008,118.8226244,48.579525,6.7675123,0.50633711,1.4304024,10.245416,20.656973,51.530087,0.44445744,25.729837,0,0,1,0,0,0
10180,"Abilene, TX",2009,123.9569349,47.663975,6.8045588,0.7474854,1.4752795,8.2711744,21.155647,51.865566,0.4391917,26.150963,0,0,1,0,0,0
10180,"Abilene, TX",2010,125.4960841,42.991028,7.6611118,0.52273643,1.4346927,7.8106337,20.494131,47.751266,0.45515952,24.991751,0,0,1,0,0,1
10180,"Abilene, TX",2011,121.6267001,42.860817,8.2971134,0.59489352,1.4596127,7.2372637,22.534279,49.62384,0.46004266,25.548353,0,0,1,0,0,1
10180,"Abilene, TX",2012,126.8321668,42.845924,8.614603,0.42669511,1.5374743,6.5521426,22.91128,49.485394,0.4640792,25.831264,0,0,1,0,0,1
10180,"Abilene, TX",2013,122.9387657,43.055023,8.7100515,0.41657114,1.62352,6.9707675,23.220932,49.276939,0.46867192,25.76244,0,0,1,0,0,1
10180,"Abilene, TX",2014,109.0124978,43.128868,7.8988061,0.5573529,1.4614061,7.7339015,22.112123,49.431442,0.46014968,25.369028,0,0,1,0,0,1
10220,"Ada, OK",2006,122.2,54.531265,2.574872,12.819329,0.4328177,8.6162348,3.7113912,51.991146,0.47565103,25.620388,0,0,1,0,1,0
10220,"Ada, OK",2007,122.2,53.327263,2.7737632,14.188438,0.87270707,7.7098384,,52.14286,0.48558283,24.949972,0,0,1,0,1,0
10220,"Ada, OK",2008,66.1,53.4809,2.2924445,11.105315,0.3019987,11.594005,,51.573139,0.4707557,25.291018,0,0,1,0,1,0
10220,"Ada, OK",2009,113.8,52.866535,2.3776641,7.883121,0.23830801,14.582827,,51.534111,0.45294982,26.316786,0,0,1,0,1,0
10220,"Ada, OK",2010,132.2,44.317268,2.5107718,9.5070858,0.46959835,14.079687,4.057179,51.544411,0.4659721,24.921005,0,0,1,0,1,1
10220,"Ada, OK",2011,130.3,45.404564,2.7052934,7.7803812,0.077218018,16.820215,4.2017255,51.515072,0.46425298,24.049419,0,0,1,0,1,1
10220,"Ada, OK",2012,139.1,45.43858,2.509274,7.7848434,0.38950714,17.509274,4.1441441,51.18177,0.45667621,24.226286,0,0,1,0,1,1
10220,"Ada, OK",2013,129.8,44.026108,2.5134649,7.0783606,0.88974547,17.742105,4.3140779,51.174885,0.45660833,24.419157,0,0,1,0,1,1
10220,"Ada, OK",2014,118.3,44.431385,2.3393974,7.4168935,0.55448472,18.063,4.4332376,51.24231,0.46529987,24.495024,0,0,1,0,1,1
10300,"Adrian, MI",2006,66.9,45.525093,1.9662871,0.53732586,0.75816548,4.756453,7.331439,50.519146,0.50594568,26.590242,0,1,0,0,0,0
10300,"Adrian, MI",2007,66.9,44.905682,1.8492543,0.5433172,0.68951893,4.6784549,7.3090978,50.494915,0.5037154,26.00316,0,1,0,0,0,0
10300,"Adrian, MI",2008,76.3,43.30492,2.2065585,0.48639193,0.63665932,4.6790504,7.4095674,50.136925,0.49251196,26.288887,0,1,0,0,0,0
10300,"Adrian, MI",2009,75.4,40.738079,2.3026445,0.52495527,0.57764959,4.6152315,7.545238,49.942337,0.49006277,25.060648,0,1,0,0,0,0
10300,"Adrian, MI",2010,77.8,43.231327,2.2479811,0.56950647,0.51889044,4.3338614,7.5136142,49.867432,0.48590621,24.722134,0,1,0,0,0,1
10300,"Adrian, MI",2011,77.3,43.640095,2.3723414,0.73434383,0.50091672,3.7378404,7.5969024,49.717983,0.48805842,23.771502,0,1,0,0,0,1
10300,"Adrian, MI",2012,86.9,44.177185,2.3106198,0.63227415,0.39668158,3.9426525,7.6386371,49.439209,0.46982855,23.365953,0,1,0,0,0,1
10300,"Adrian, MI",2013,90.9,44.596966,2.5440726,0.62896252,0.29734606,3.9723418,7.63625,49.350376,0.46679974,23.302858,0,1,0,0,0,1
10300,"Adrian, MI",2014,97.6,45.585377,2.4320703,0.46848083,0.29418582,4.2888665,7.641778,49.338585,0.47032717,23.393816,0,1,0,0,0,1
10420,"Akron, OH",2006,83.84355618,52.164429,11.703273,0.14842959,1.5758365,1.481944,0.96547616,51.610672,0.46008423,26.7542,0,1,0,0,1,0
10420,"Akron, OH",2007,83.79718349,52.788853,11.694472,0.14983396,1.7019143,1.7304074,1.1357274,51.585758,0.45967522,26.488894,0,1,0,0,1,0
10420,"Akron, OH",2008,97.51595507,52.604984,11.704237,0.17084672,1.7209046,1.8698132,1.1566786,51.569344,0.45084414,26.125744,0,1,0,0,1,0
10420,"Akron, OH",2009,101.1069768,49.18586,11.777947,0.14808637,1.7643048,1.8419856,1.218781,51.634766,0.4470847,25.574722,0,1,0,0,1,0
10420,"Akron, OH",2010,104.6626392,47.429127,11.774521,0.16443607,1.8985679,2.2575672,1.3736739,51.571739,0.44428918,25.189579,0,1,0,0,1,1
10420,"Akron, OH",2011,94.89901877,47.219196,11.920388,0.1737027,2.0106106,2.5070457,1.560732,51.534153,0.43743724,24.381985,0,1,0,0,1,1
10420,"Akron, OH",2012,83.15006744,47.534424,11.759645,0.15895154,2.0087297,2.8893151,1.6128536,51.562477,0.43519527,24.183105,0,1,0,0,1,1
10420,"Akron, OH",2013,78.88470128,47.082458,11.819859,0.18181856,2.1934719,2.9127727,1.7076823,51.571827,0.43288445,23.924812,0,1,0,0,1,1
10420,"Akron, OH",2014,75.98385988,48.063511,11.898467,0.18460231,2.2176199,2.8256826,1.7040322,51.509571,0.43052289,24.081451,0,1,0,0,1,1
10460,"Alamogordo, NM",2006,62.2,39.506554,4.8171744,5.2083397,1.6860474,13.799167,34.004139,50.226753,0.44983971,26.662037,0,0,0,1,0,0
10460,"Alamogordo, NM",2007,62.2,39.517128,4.6150675,5.5710573,1.4633141,16.938295,33.886105,49.839874,0.46341768,26.409412,0,0,0,1,0,0
10460,"Alamogordo, NM",2008,70.7,39.220703,4.5714102,5.5635309,1.496156,12.511565,34.429134,49.948959,0.45041159,26.133282,0,0,0,1,0,0
10460,"Alamogordo, NM",2009,72.8,38.422993,4.6050029,5.7380805,1.8600168,8.9745407,35.028999,49.760582,0.43842727,25.771582,0,0,0,1,0,0
10460,"Alamogordo, NM",2010,83.9,35.82872,4.3236055,6.3287506,1.5346435,11.823356,34.720886,49.560593,0.45533258,25.277401,0,0,0,1,0,1
10460,"Alamogordo, NM",2011,82.2,34.957802,4.1375766,7.2575116,1.725159,8.0148983,34.757198,49.968834,0.45395863,24.191185,0,0,0,1,0,1
10460,"Alamogordo, NM",2012,70.8,35.466663,4.1787891,7.1800447,1.4210026,11.044927,34.940128,48.975594,0.45826504,24.475546,0,0,0,1,0,1
10460,"Alamogordo, NM",2013,64.5,35.871254,3.6922562,6.8455191,1.3535736,12.946497,35.20966,48.883949,0.47259638,24.301897,0,0,0,1,0,1
10460,"Alamogordo, NM",2014,62.4,35.733627,3.9715662,7.2659178,1.2718796,10.356952,35.511734,48.880226,0.45574442,24.27425,0,0,0,1,0,1
10500,"Albany, GA",2006,94.63833986,45.274418,44.923676,0.30626395,0.93316829,1.9023514,1.9023514,49.249451,0.48553312,23.890486,0,0,1,0,0,0
10500,"Albany, GA",2007,94.49757294,45.643932,52.450901,0.3139976,0.91997188,1.8234469,,52.696968,0.51368612,25.725737,0,0,1,0,0,0
10500,"Albany, GA",2008,100.8354292,45.31147,63.512878,0.34037471,0.96561694,1.6034268,,52.422802,0.51263428,25.421804,0,0,1,0,0,0
10500,"Albany, GA",2009,102.3981776,43.677856,53.705566,0.19960518,1.1653277,1.8044879,,52.551506,0.5188579,25.421753,0,0,1,0,0,0
10500,"Albany, GA",2010,105.4280846,39.858974,49.177284,0.18326305,0.93141496,2.0380254,2.1202359,50.888954,0.50344259,24.566216,0,0,1,0,0,1
10500,"Albany, GA",2011,101.8866039,39.694687,51.705341,0.077352487,0.92772561,2.287745,,52.594574,0.52399963,25.130896,0,0,1,0,0,1
10500,"Albany, GA",2012,107.6964728,39.863506,56.49873,0.13389368,1.0110136,2.0613105,,52.380489,0.51283038,25.359509,0,0,1,0,0,1
10500,"Albany, GA",2013,109.2890834,39.681591,56.2775,0.083920091,1.0410613,2.3951283,,52.436424,0.51146799,25.646824,0,0,1,0,0,1
10500,"Albany, GA",2014,105.2979032,39.357639,52.646019,0.12296086,0.97191364,2.1540842,2.3397195,52.412075,0.51110572,25.263786,0,0,1,0,0,1
10540,"Albany-Lebanon, OR",2006,105,44.418556,0.38363919,1.544111,0.80676711,5.5772619,5.3564215,50.600815,0.49159625,26.422062,0,0,0,1,0,0
10540,"Albany-Lebanon, OR",2007,105,44.255428,0.43826029,1.4256986,0.9477604,5.4755487,5.6820536,50.703831,0.47885859,26.196423,0,0,0,1,0,0
10540,"Albany-Lebanon, OR",2008,114.9,44.254238,0.31658444,1.6200634,0.9479847,4.7806015,6.0610881,50.572151,0.47841352,26.377319,0,0,0,1,0,0
10540,"Albany-Lebanon, OR",2009,118.8,41.716618,0.46341377,1.8171384,0.83292758,4.9332271,6.3243375,50.313004,0.46745351,25.180843,0,0,0,1,0,0
10540,"Albany-Lebanon, OR",2010,126.8,42.680592,0.43351582,1.8277417,0.95831954,4.7344356,6.9292316,50.521355,0.45073229,25.319353,0,0,0,1,0,1
10540,"Albany-Lebanon, OR",2011,130.5,42.479424,0.45814705,2.3454394,0.7102989,5.1584282,7.8286738,50.489349,0.42534852,24.663868,0,0,0,1,0,1
10540,"Albany-Lebanon, OR",2012,134.4,41.968288,0.46181536,2.1274068,1.0526673,4.4398794,7.9705596,50.632446,0.42244339,24.681654,0,0,0,1,0,1
10540,"Albany-Lebanon, OR",2013,126.8,41.183228,0.47277334,1.8032925,1.2157029,3.4926128,8.1021528,50.411148,0.42293167,24.485437,0,0,0,1,0,1
10540,"Albany-Lebanon, OR",2014,127,42.061882,0.47349286,1.9387841,1.1524478,4.0179253,8.1085653,50.448124,0.41881287,24.547222,0,0,0,1,0,1
10580,"Albany-Schenectady-Troy, NY",2006,55.66983501,50.924828,6.5599451,0.26859561,2.6833591,3.1243114,2.8884578,51.223679,0.41672358,26.916245,1,0,0,0,1,0
10580,"Albany-Schenectady-Troy, NY",2007,55.66448519,50.278194,6.8594403,0.22899625,2.8394418,3.1724837,3.1661575,51.259529,0.41286546,26.935621,1,0,0,0,1,0
10580,"Albany-Schenectady-Troy, NY",2008,59.2930862,50.090343,6.7309289,0.23431376,2.9593787,3.4451485,3.2980833,51.222492,0.4011687,26.829662,1,0,0,0,1,0
10580,"Albany-Schenectady-Troy, NY",2009,60.19566452,48.901413,6.7850151,0.30012625,2.8915057,3.4934244,3.442512,51.099594,0.39412627,25.01322,1,0,0,0,1,0
10580,"Albany-Schenectady-Troy, NY",2010,62.76048569,48.828785,7.2234721,0.23198244,3.1072156,3.6050749,3.7842739,51.183468,0.38600135,25.624443,1,0,0,0,1,1
10580,"Albany-Schenectady-Troy, NY",2011,52.5000613,47.842529,7.7339201,0.23652753,3.1709895,3.6326401,4.1920447,51.1642,0.37240243,25.015568,1,0,0,0,1,1
10580,"Albany-Schenectady-Troy, NY",2012,57.25384613,48.114128,7.7120819,0.20340528,3.2642074,3.9604902,4.3221226,51.199596,0.36609149,24.864464,1,0,0,0,1,1
10580,"Albany-Schenectady-Troy, NY",2013,47.38208753,48.545502,7.7916136,0.19889598,3.4855976,3.9834018,4.5695457,51.145565,0.36210343,24.657349,1,0,0,0,1,1
10580,"Albany-Schenectady-Troy, NY",2014,44.11097615,48.016243,7.666976,0.18523322,3.5776236,4.0238647,4.513576,51.165764,0.36143044,24.751999,1,0,0,0,1,1
10620,"Albemarle, NC",2006,107.3,48.162281,12.599971,0.23439378,1.0075153,3.096143,3.096143,50.419754,0.60826808,26.751116,0,0,1,0,0,0
10620,"Albemarle, NC",2007,107.3,48.744598,12.623425,0.23833844,0.92271024,3.3282261,,50.560093,0.6087569,26.56963,0,0,1,0,0,0
10620,"Albemarle, NC",2008,107.2,46.734035,12.282186,0.40602264,0.91524273,2.6645238,,50.138725,0.57350653,26.073423,0,0,1,0,0,0
10620,"Albemarle, NC",2009,116.2,44.188301,11.126037,0.12593612,2.1190853,2.5623803,,49.988247,0.56708503,25.25943,0,0,1,0,0,0
10620,"Albemarle, NC",2010,128.7,41.856213,11.650399,0.27465856,1.5928581,2.4856958,3.4298942,50.136894,0.55557275,25.149849,0,0,1,0,0,1
10620,"Albemarle, NC",2011,126.1,42.256477,11.761987,0.25095761,1.8854842,1.8260468,,50.246006,0.53652918,24.53771,0,0,1,0,0,1
10620,"Albemarle, NC",2012,140.3,43.085167,11.612764,0.25615177,1.9913735,1.8938706,,50.038837,0.52198029,24.4501,0,0,1,0,0,1
10620,"Albemarle, NC",2013,142.6,43.887119,10.057822,0.31058979,1.9461423,2.567322,,49.755493,0.51130265,23.566826,0,0,1,0,0,1
10620,"Albemarle, NC",2014,139.1,44.301769,11.139003,0.3748782,1.9553119,1.9470546,3.7636452,49.947979,0.51715332,23.990553,0,0,1,0,0,1
10660,"Albert Lea, MN",2006,48.9,49.303795,0.68873018,0.19983049,0.72474855,1.3607576,6.6230245,50.231014,0.54272544,24.015526,0,1,0,0,1,0
10660,"Albert Lea, MN",2007,48.9,49.141571,0.70386648,0.17517039,0.78030449,1.7134849,6.9367476,50.410854,0.5305022,23.577934,0,1,0,0,1,0
10660,"Albert Lea, MN",2008,48.9,49.127449,0.84789312,0.32117164,0.73227131,1.506295,7.2809606,50.375771,0.53036237,23.89517,0,1,0,0,1,0
10660,"Albert Lea, MN",2009,47.8,48.098724,0.85288531,0.25103796,0.89150655,1.5641594,7.502172,50.249428,0.52038282,22.21364,0,1,0,0,1,0
10660,"Albert Lea, MN",2010,40.1,50.555645,0.80603808,0.29483798,0.87897265,2.0927217,8.0229454,50.313705,0.51005477,22.332024,0,1,0,0,1,1
10660,"Albert Lea, MN",2011,30.6,51.333385,0.50574565,0.29448479,0.89305723,2.8872316,8.7001057,49.838352,0.50601977,21.66704,0,1,0,0,1,1
10660,"Albert Lea, MN",2012,30.1,50.66272,0.83550245,0.37918958,0.98332214,2.5290017,8.8981009,50.204056,0.49300891,21.295671,0,1,0,0,1,1
10660,"Albert Lea, MN",2013,31.3,50.587933,1.056667,0.36081311,1.056667,2.5289133,9.1008663,50.649143,0.46832776,20.67588,0,1,0,0,1,1
10660,"Albert Lea, MN",2014,35.5,50.617798,0.95701486,0.37700588,0.96990401,2.6519303,9.1415863,50.55101,0.48910865,21.315332,0,1,0,0,1,1
10700,"Albertville, AL",2006,182.3,46.008125,1.93782,0.4977065,0.51086575,2.171844,9.2153244,51.151222,0.59132934,28.242743,0,0,1,0,1,0
10700,"Albertville, AL",2007,182.3,44.579758,1.9392859,0.44227293,0.49553093,2.6246932,9.2414207,51.287453,0.57422733,28.319363,0,0,1,0,1,0
10700,"Albertville, AL",2008,202,43.531574,2.074703,0.53326619,0.54470968,2.4580595,9.8745794,51.132904,0.58507222,27.943834,0,0,1,0,1,0
10700,"Albertville, AL",2009,209.4,39.984184,1.7131965,0.71532685,0.50229847,3.1853347,11.374594,50.774754,0.59192127,25.659826,0,0,1,0,1,0
10700,"Albertville, AL",2010,217.8,40.50716,1.8460866,0.60213625,0.52885473,3.4953513,11.187099,50.920589,0.57301313,26.31641,0,0,1,0,1,1
10700,"Albertville, AL",2011,214.7,39.655506,1.5644783,0.66527885,0.54080731,4.0614204,12.090907,50.533295,0.57015467,25.135738,0,0,1,0,1,1
10700,"Albertville, AL",2012,230.4,39.759502,1.9357377,0.56795824,0.60305673,4.3766818,12.473809,50.748234,0.56302834,25.198627,0,0,1,0,1,1
10700,"Albertville, AL",2013,219.8,40.021099,1.7940974,0.7163673,0.48958832,4.6383724,12.657235,50.928844,0.55437714,25.076035,0,0,1,0,1,1
10700,"Albertville, AL",2014,211.2,39.594856,1.8093731,0.6789133,0.5439806,4.446404,12.568927,50.807999,0.55399483,24.955111,0,0,1,0,1,1
10740,"Albuquerque, NM",2006,64.85668931,45.791149,2.8863983,6.0906825,1.9562826,21.618114,42.574837,49.782433,0.40268862,27.902704,0,0,0,1,1,0
10740,"Albuquerque, NM",2007,64.82172576,45.230145,2.8663657,6.0373569,1.9620441,21.487007,43.909351,50.821186,0.40831792,28.100809,0,0,0,1,1,0
10740,"Albuquerque, NM",2008,75.86893546,44.589363,2.8890271,6.1368451,1.9776967,21.168991,44.287773,50.80751,0.39889625,27.868429,0,0,0,1,1,0
10740,"Albuquerque, NM",2009,80.6237681,42.19981,2.9128885,6.1683125,2.034517,20.122351,45.034325,50.740231,0.39499187,28.385056,0,0,0,1,1,0
10740,"Albuquerque, NM",2010,85.74620564,43.735931,2.796304,5.8834982,1.9400411,19.88681,45.230267,50.342815,0.38631004,27.148087,0,0,0,1,1,1
10740,"Albuquerque, NM",2011,73.27848212,43.258488,2.7410924,5.9181132,1.9558197,20.127888,46.844734,50.914211,0.37905064,26.659277,0,0,0,1,1,1
10740,"Albuquerque, NM",2012,66.67725522,43.108047,2.7762616,5.744113,1.8627074,20.335787,47.214909,50.846226,0.37367249,26.602591,0,0,0,1,1,1
10740,"Albuquerque, NM",2013,61.74573994,43.0825,2.8514903,5.6580482,1.954818,18.044703,47.524284,50.807865,0.37312412,26.742533,0,0,0,1,1,1
10740,"Albuquerque, NM",2014,62.56752209,43.34473,2.6732643,5.6302285,2.0162535,17.92872,47.365238,50.840218,0.37261632,26.662931,0,0,0,1,1,1
10780,"Alexandria, LA",2006,128.8772519,43.800632,28.305679,0.66388559,0.67776895,2.0440946,1.9450445,51.78907,0.5493173,26.854246,0,0,1,0,0,0
10780,"Alexandria, LA",2007,128.7282365,43.303795,31.362709,0.75185639,0.98105258,1.6322486,1.9644281,51.924549,0.55033606,26.425701,0,0,1,0,0,0
10780,"Alexandria, LA",2008,134.278315,44.191639,31.229908,0.66408163,0.86661893,2.0765727,2.0795844,51.948196,0.54514021,26.244024,0,0,1,0,0,0
10780,"Alexandria, LA",2009,138.268409,42.510189,28.22555,0.63613665,0.8472386,2.1615903,2.3184366,51.375664,0.53798133,26.012787,0,0,1,0,0,0
10780,"Alexandria, LA",2010,141.0664936,40.538116,29.068174,0.69596511,0.98611498,1.9934429,2.503443,51.1208,0.54665011,26.263506,0,0,1,0,0,1
10780,"Alexandria, LA",2011,142.3050466,40.083527,29.660685,0.58616436,1.0481886,2.2918434,,50.828194,0.54520226,25.939041,0,0,1,0,0,1
10780,"Alexandria, LA",2012,169.5,39.681797,30.005625,0.74499887,1.1066036,1.7924765,2.6617322,50.65102,0.5510543,26.063364,0,0,1,0,0,1
10780,"Alexandria, LA",2013,174.7,39.469696,29.503527,0.79765999,1.3203646,1.7998807,2.7244172,50.657993,0.54336852,25.668135,0,0,1,0,0,1
10780,"Alexandria, LA",2014,145.543079,39.975933,29.757023,0.72072732,1.2752726,1.9557761,2.9786654,50.579399,0.54366517,25.878689,0,0,1,0,0,1
10820,"Alexandria, MN",2006,78.6,54.233456,0.1988699,0.52040243,0.54322308,0.71330202,0.71330202,50.305271,0.43236935,26.041464,0,1,0,0,1,0
10820,"Alexandria, MN",2007,78.6,53.19397,0.53651685,0.45505619,0.36235955,0.84831464,,50.359554,0.42518657,25.50281,0,1,0,0,1,0
10820,"Alexandria, MN",2008,84.1,53.406662,0.15589333,0.42592281,0.44262567,0.87133235,,50.278385,0.40701783,26.109346,0,1,0,0,1,0
10820,"Alexandria, MN",2009,89.1,53.47472,0.008288438,0.50283188,0.73214531,0.72938251,,50.045586,0.41336346,23.351292,0,1,0,0,1,0
10820,"Alexandria, MN",2010,95.1,51.352226,0.35801372,0.38662288,0.37542579,1.008177,0.97318906,50.151489,0.39818367,23.62278,0,1,0,0,1,1
10820,"Alexandria, MN",2011,92.4,51.459007,0.35198581,0.3242704,0.21895179,1.3109392,,49.909927,0.39962077,21.94784,0,1,0,0,1,1
10820,"Alexandria, MN",2012,99.3,51.871574,0.60192728,0.40312558,0.19604054,1.0243808,,50.274734,0.37398246,22.100119,0,1,0,0,1,1
10820,"Alexandria, MN",2013,97.6,52.25919,0.48609012,0.18125395,0.28286603,1.3374344,,50.017853,0.36365047,21.901518,0,1,0,0,1,1
10820,"Alexandria, MN",2014,99.1,52.375877,0.52453792,0.28011975,0.22519429,1.2303299,1.2330761,50.020599,0.37027845,22.027847,0,1,0,0,1,1
10860,"Alice, TX",2006,65.72226187,46.374584,0.58111894,0.13535261,0.46252683,8.4877396,58.332771,39.315117,0.49926394,18.77796,0,0,1,0,1,0
10860,"Alice, TX",2007,65.99778772,47.709923,0.90345955,0.2987048,0.4994736,10.878241,76.632469,51.372326,0.64746404,24.635801,0,0,1,0,1,0
10860,"Alice, TX",2008,71.19971428,48.533527,0.5077877,0.25877643,0.78121185,9.2280645,76.700356,51.057076,0.64769232,24.259069,0,0,1,0,1,0
10860,"Alice, TX",2009,74.23345766,46.533264,0.7511096,0.14875872,0.47554016,8.1841688,77.227722,50.646244,0.61986428,24.223284,0,0,1,0,1,0
10860,"Alice, TX",2010,77.83910449,39.738083,0.67275095,0.29264113,0.40049124,7.9982424,70.368996,44.698273,0.56498307,21.396109,0,0,1,0,1,1
10860,"Alice, TX",2011,64.55810637,43.096943,0.92027533,0.24166381,0.082995653,9.7934875,78.721382,50.273396,0.63609195,23.778255,0,0,1,0,1,1
10860,"Alice, TX",2012,65.32396822,45.797359,0.72407615,0.34629729,0.38262218,7.6476002,79.127716,50.135612,0.6225251,23.872719,0,0,1,0,1,1
10860,"Alice, TX",2013,65.34010364,45.128433,0.50334764,0.6117239,0.52261448,5.6596503,79.129135,50.096333,0.60102123,24.073986,0,0,1,0,1,1
10860,"Alice, TX",2014,65.96637994,45.697353,0.84522051,0.38833976,0.36040187,7.2637849,81.267296,49.892094,0.62850606,23.874743,0,0,1,0,1,1
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,58.04284473,49.45443,3.706172,0.10277345,2.1738193,6.7386642,9.7095461,51.243847,0.50879806,26.926826,1,0,0,0,1,0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,58.04700599,49.352448,3.8414235,0.10973147,2.246954,6.9753227,10.698422,51.272945,0.5063979,26.618078,1,0,0,0,1,0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,62.68443474,49.032021,4.1722374,0.13547798,2.2833345,6.9660478,11.465858,51.226131,0.49810949,26.466682,1,0,0,0,1,0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,63.09465699,47.274555,4.2990241,0.18175997,2.3679814,6.4638748,12.209693,51.139969,0.49182132,25.566217,1,0,0,0,1,0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,65.55778631,46.301979,4.5937133,0.17553441,2.4420249,6.7046366,12.129606,51.221348,0.48851594,25.361023,1,0,0,0,1,1
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,57.1756326,46.789024,5.0250793,0.18758342,2.5264163,6.1570802,13.884624,51.281017,0.48172358,24.606184,1,0,0,0,1,1
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,61.01670835,47.518902,5.1114373,0.21452282,2.6052496,6.3762851,14.451604,51.25515,0.47750783,24.3491,1,0,0,0,1,1
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,58.39620252,47.865543,5.3204103,0.22217466,2.6605003,6.9545493,14.106147,51.154785,0.47434756,24.173487,1,0,0,0,1,1
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,57.63963378,48.297424,5.3013859,0.24927197,2.6833897,7.0242481,14.132034,51.200642,0.46882245,24.221371,1,0,0,0,1,1
10940,"Alma, MI",2006,68.4,43.353645,1.6377141,0.66411537,0.52766109,5.7064896,4.4824362,48.867577,0.57028061,27.360428,0,1,0,0,1,0
10940,"Alma, MI",2007,68.4,42.268353,2.5802317,0.60767186,0.33706799,5.1011205,4.6880937,48.279053,0.57332063,26.977306,0,1,0,0,1,0
10940,"Alma, MI",2008,82.7,41.031937,2.1177416,0.53475934,0.40461883,5.5652833,4.6424685,48.331837,0.55087882,27.019545,0,1,0,0,1,0
10940,"Alma, MI",2009,78.4,39.776062,3.0787446,0.78863233,0.53522795,4.1231499,4.8336291,48.705742,0.55364144,26.602724,0,1,0,0,1,0
10940,"Alma, MI",2010,86.7,40.386066,3.9262638,0.55993783,0.35231054,3.8302839,5.0557485,47.829895,0.54647815,26.162716,0,1,0,0,1,1
